Course,Title,CourseType,Instructor,StartDate,EndDate,Weekdays,StartTime,EndTime,Location,RoomType,Enrolled,Credits
PHIL 0043 RB,JusticeEquality&liberty,RCT,Denby David A,9/2/14,12/8/14,F,12:00 PM,12:50 PM,M017 225,Classroom,18,1
PHIL 0043 RC,JusticeEquality&liberty,RCT,Denby David A,9/2/14,12/8/14,F,10:30 AM,11:20 AM,M017 225,Classroom,0,1
PHIL 0043 RD,JusticeEquality&liberty,RCT,Denby David A,9/2/14,12/8/14,T,9:30 AM,10:20 AM,M017 225,Classroom,17,1
PHIL 0048 01,Feminist Philosophy,LEC,Bauer Nancy,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M007 001,Classroom,59,1
PHIL 0091 01,Special Topics,LEC,Rorty Amelie,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M017 225,Classroom,17,1
PHIL 0091 02,Special Topics,LEC,Olfert Christiana M.,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M017 112,Classroom,8,1
PHIL 0091 03,Special Topics,LEC,Ninan Dilip,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M017 112,Classroom,8,1
PHIL 0103 01,Logic,LEC,Smith George E,9/2/14,12/8/14,M,4:30 PM,5:20 PM,M017 225,Classroom,18,1
PHIL 0103 01,Logic,LEC,Smith George E,9/2/14,12/8/14,TR,3:00 PM,3:50 PM,M017 225,Classroom,18,1
PHIL 0111 01,Semantics,LEC,Jackendoff Ray S.,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M017 224,Classroom,3,1
PHIL 0117 01,Philosophy Of Mind,LEC,White Stephen L,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M017 224,Classroom,19,1
PHIL 0121 01,Ethical Theory,LEC,Baz Avner,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M017 225,Classroom,18,1
PHIL 0130 01,Moral Psychology,LEC,McPherson Lionel K,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M017 224,Classroom,5,1
PHIL 0131 01,Epistemology,LEC,Forber Patrick E,9/2/14,12/8/14,MW,6:00 PM,7:15 PM,M027 113,Classroom,10,1
PHIL 0151 01,Ancient Philosophy,LEC,Olfert Christiana M.,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M017 225,Classroom,7,1
PHIL 0167 01,Science Before:newton/pr,LEC,Smith George E,9/2/14,12/8/14,T,6:00 PM,9:00 PM,M017 224,Classroom,16,1
PHIL 0186 01,Phenomen&existentialism,LEC,Baz Avner,9/2/14,12/8/14,M,6:00 PM,9:00 PM,M017 225,Classroom,12,1
PHIL 0191 01,Seminars,LEC,Denby David A,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M017 112,Classroom,13,1
PHIL 0191 02,Seminars,LEC,White Stephen L,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M017 112,Classroom,9,1
PHIL 0191 03,Seminars,LEC,Svavarsdottir Sigrun,9/2/14,12/8/14,W,6:00 PM,9:00 PM,M017 221,Seminar Room,4,1
PHIL 0191 04,Seminars,LEC,Svavarsdottir Sigrun,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M017 221,Seminar Room,6,1
PHIL 0197 01,Sem:ethicsLaw&society,LEC,McPherson Lionel K,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M017 224,Classroom,5,1
PHIL 0291 01,Graduate Seminar,LEC,Ninan Dilip,9/2/14,12/8/14,M,6:00 PM,9:00 PM,M017 110,Seminar Room,3,1
PHIL 0297 01,Graduate Writing Seminar,LEC,Denby David A,9/2/14,12/8/14,W,9:00 AM,11:30 AM,M040 005,Classroom,15,1
PHY 0001 01,Intro Physics I W/lab,LEC,Lowhorn Nathan,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M022 253,Classroom,167,1
PHY 0001 LA,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,T,7:00 PM,9:30 PM,M022 351,Class Laboratory,13,0
PHY 0001 LB,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,M,1:30 PM,4:00 PM,M022 351,Class Laboratory,14,0
PHY 0001 LC,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,M,1:30 PM,4:00 PM,M022 351,Class Laboratory,14,0
PHY 0001 LD,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,M,4:15 PM,6:45 PM,M022 351,Class Laboratory,13,0
PHY 0001 LE,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,M,4:15 PM,6:45 PM,M022 351,Class Laboratory,13,0
PHY 0001 LF,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,M,7:00 PM,9:30 PM,M022 351,Class Laboratory,14,0
PHY 0001 LG,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,M,7:00 PM,9:30 PM,M022 351,Class Laboratory,14,0
PHY 0001 LH,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,T,1:30 PM,4:00 PM,M022 351,Class Laboratory,14,0
PHY 0001 LI,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,T,1:30 PM,4:00 PM,M022 351,Class Laboratory,14,0
PHY 0001 LJ,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,T,4:15 PM,6:45 PM,M022 351,Class Laboratory,14,0
PHY 0001 LK,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,T,4:15 PM,6:45 PM,M022 351,Class Laboratory,14,0
PHY 0001 LL,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,T,7:00 PM,9:30 PM,M022 351,Class Laboratory,14,0
PHY 0001 LM,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,W,9:00 AM,11:30 AM,M022 351,Class Laboratory,12,0
PHY 0001 LN,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,W,1:30 PM,4:00 PM,M022 351,Class Laboratory,14,0
PHY 0001 LO,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,W,1:30 PM,4:00 PM,M022 351,Class Laboratory,11,0
PHY 0001 LP,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,W,4:15 PM,6:45 PM,M022 351,Class Laboratory,14,0
PHY 0001 LQ,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,W,7:00 PM,9:30 PM,M022 351,Class Laboratory,14,0
PHY 0001 LR,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,W,4:15 PM,6:45 PM,M022 351,Class Laboratory,13,0
PHY 0001 LS,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,W,7:00 PM,9:30 PM,M022 351,Class Laboratory,14,0
PHY 0001 LT,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,R,1:30 PM,4:00 PM,M022 351,Class Laboratory,12,0
PHY 0001 LU,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,R,1:30 PM,4:00 PM,M022 351,Class Laboratory,14,0
PHY 0001 LV,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,R,7:00 PM,9:30 PM,M022 351,Class Laboratory,14,0
PHY 0001 LW,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,R,7:00 PM,9:30 PM,M022 351,Class Laboratory,0,0
PHY 0001 LX,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,F,9:00 AM,11:30 AM,M022 351,Class Laboratory,14,0
PHY 0001 LY,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,F,1:30 PM,4:00 PM,M022 351,Class Laboratory,13,0
PHY 0001 LZ,Physics 1 and 11 shared Lab,LAB,TBD,9/2/14,12/8/14,F,1:30 PM,4:00 PM,M022 351,Class Laboratory,14,0
PHY 0001 RA,Intro Physics I W/lab,RCT,TBD,9/2/14,12/8/14,T,3:00 PM,3:50 PM,M002 006,Classroom,29,1
PHY 0001 RB,Intro Physics I W/lab,RCT,TBD,9/2/14,12/8/14,W,1:30 PM,2:20 PM,M022 153,Classroom,24,1
PHY 0001 RE,Intro Physics I W/lab,RCT,TBD,9/2/14,12/8/14,R,4:30 PM,5:25 PM,M022 152,Classroom,29,1
PHY 0001 RF,Intro Physics I W/lab,RCT,TBD,9/2/14,12/8/14,W,4:30 PM,5:20 PM,M002 007,Classroom,29,1
PHY 0001 RG,Intro Physics I W/lab,RCT,TBD,9/2/14,12/8/14,W,3:00 PM,3:50 PM,M022 152,Classroom,29,1
PHY 0001 RI,Intro Physics I W/lab,RCT,TBD,9/2/14,12/8/14,R,3:00 PM,3:50 PM,M002 006,Classroom,27,1
PHY 0006 01,Physics For Humanists,LEC,Goldstein Gary R,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M003 112,Classroom,44,1
PHY 0010 01,Physics Music & Color,LEC,Gunther Leon,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M022 151,Class Laboratory,14,1
PHY 0010 LA,Physics Music & Color,LAB,Gunther Leon,9/2/14,12/8/14,W,3:00 PM,5:30 PM,M022 151,Class Laboratory,6,1
PHY 0010 LB,Physics Music & Color,LAB,Gunther Leon,9/2/14,12/8/14,R,1:30 PM,4:00 PM,M022 151,Class Laboratory,8,1
PHY 0011 01,General Physics I W/lab,LEC,Tobin Roger,9/2/14,12/8/14,M,9:30 AM,10:20 AM,M022 253,Classroom,173,1
PHY 0011 01,General Physics I W/lab,LEC,Tobin Roger,9/2/14,12/8/14,TR,10:30 AM,11:20 AM,M022 253,Classroom,173,1
PHY 0011 RB,General Physics I W/lab,RCT,TBD,9/2/14,12/8/14,R,3:00 PM,3:50 PM,M038 016,Classroom,25,1
PHY 0011 RC,General Physics I W/lab,RCT,TBD,9/2/14,12/8/14,T,4:30 PM,5:20 PM,M002 005,Classroom,26,1
PHY 0011 RD,General Physics I W/lab,RCT,TBD,9/2/14,12/8/14,T,3:00 PM,3:50 PM,M019 009,Classroom,27,1
PHY 0011 RG,General Physics I W/lab,RCT,TBD,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M022 152,Classroom,25,1
PHY 0011 RH,General Physics I W/lab,RCT,TBD,9/2/14,12/8/14,W,6:00 PM,6:50 PM,M022 153,Classroom,28,1
PHY 0011 RI,General Physics I W/lab,RCT,TBD,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M022 153,Classroom,15,1
PHY 0011 RJ,General Physics I W/lab,RCT,TBD,9/2/14,12/8/14,W,3:00 PM,3:50 PM,M002 005,Classroom,27,1
PHY 0012 01,General Physics II W/lab,LEC,Atherton Timothy,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M022 253,Classroom,64,1
PHY 0012 LA,General Physics II W/lab,LAB,TBD,9/2/14,12/8/14,M,1:30 PM,4:00 PM,M022 352,Class Laboratory,13,1
PHY 0012 LB,General Physics II W/lab,LAB,TBD,9/2/14,12/8/14,M,1:30 PM,4:00 PM,M022 352,Class Laboratory,0,1
PHY 0012 LC,General Physics II W/lab,LAB,TBD,9/2/14,12/8/14,M,6:30 PM,9:00 PM,M022 352,Class Laboratory,12,1
PHY 0012 LD,General Physics II W/lab,LAB,TBD,9/2/14,12/8/14,M,6:30 PM,9:00 PM,M022 352,Class Laboratory,11,1
PHY 0012 LE,General Physics II W/lab,LAB,TBD,9/2/14,12/8/14,T,6:30 PM,9:00 PM,M022 352,Class Laboratory,13,1
PHY 0012 LG,General Physics II W/lab,LAB,TBD,9/2/14,12/8/14,W,1:30 PM,4:00 PM,M022 352,Class Laboratory,4,1
PHY 0012 LH,General Physics II W/lab,LAB,TBD,9/2/14,12/8/14,T,6:30 PM,9:00 PM,M022 352,Class Laboratory,11,1
PHY 0012 LI,General Physics II W/lab,LAB,TBD,9/2/14,12/8/14,R,1:30 PM,4:00 PM,M022 352,Class Laboratory,0,1
PHY 0012 RA,General Physics II W/lab,RCT,TBD,9/2/14,12/8/14,T,4:30 PM,5:20 PM,M022 152,Classroom,18,1
PHY 0012 RB,General Physics II W/lab,RCT,TBD,9/2/14,12/8/14,W,4:30 PM,5:20 PM,M022 153,Classroom,24,1
PHY 0012 RD,General Physics II W/lab,RCT,TBD,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M002 005,Classroom,21,1
PHY 0012 RE,General Physics II W/lab,RCT,TBD,9/2/14,12/8/14,R,1:30 PM,2:20 PM,M038 016,Classroom,1,1
PHY 0013 01,Intro Modern Physics,LEC,Gallagher Hugh M,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M196E 100,Classroom,33,1
PHY 0013 RA,Intro Modern Physics,RCT,Gallagher Hugh M,9/2/14,12/8/14,M,1:30 PM,2:20 PM,M022 153,Classroom,5,1
PHY 0013 RB,Intro Modern Physics,RCT,Gallagher Hugh M,9/2/14,12/8/14,R,4:30 PM,5:25 PM,M002 005,Classroom,15,1
PHY 0013 RC,Intro Modern Physics,RCT,Gallagher Hugh M,9/2/14,12/8/14,F,1:30 PM,2:20 PM,M022 152,Classroom,13,1
PHY 0020 01,Relativity and Cosmology,LEC,Ford Lawrence H,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M022 152,Classroom,11,1
PHY 0031 01,Optics And Wave Motion,LEC,Cebe Peggy,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M028 134,Classroom,5,1
PHY 0031 LA,Optics And Wave Motion,LAB,Cebe Peggy,9/2/14,12/8/14,T,3:00 PM,4:15 PM,M022 150,Class Laboratory,1,1
PHY 0031 LB,Optics And Wave Motion,LAB,Cebe Peggy,9/2/14,12/8/14,W,3:00 PM,4:15 PM,M022 150,Class Laboratory,2,1
PHY 0031 LC,Optics And Wave Motion,LAB,Cebe Peggy,9/2/14,12/8/14,W,4:30 PM,5:45 PM,M022 150,Class Laboratory,2,1
PHY 0042 01,Electricity &magnetism I,LEC,Beauchemin Pierre-Hugues,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M022 153,Classroom,10,1
PHY 0061 01,Quant Thry/atom Physics,LEC,Sliwa Christopher J.,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M022 153,Classroom,20,1
PHY 0062 01,Particle Physics,LEC,Oliver William P,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M022 153,Classroom,7,1
PHY 0103 01,Graduate Teaching Seminar,SEM,Gallagher Hugh M,9/2/14,12/8/14,F,12:00 PM,1:15 PM,M022 152,Classroom,5,0.5
PHY 0107 01,Astronomy and Physics Seminar,SEM,Sliwa Christopher J.,9/2/14,12/8/14,M,4:30 PM,5:45 PM,M022 250,Computer Lab,16,0.5
PHY 0115 01,Optics and Wave Motion,LEC,Cebe Peggy,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M028 134,Classroom,0,1
PHY 0115 LA,Optics and Wave Motion,LAB,Cebe Peggy,9/2/14,12/8/14,T,3:00 PM,4:15 PM,M022 150,Class Laboratory,0,1
PHY 0115 LB,Optics and Wave Motion,LAB,Cebe Peggy,9/2/14,12/8/14,W,3:00 PM,4:15 PM,M022 150,Class Laboratory,0,1
PHY 0115 LC,Optics and Wave Motion,LAB,Cebe Peggy,9/2/14,12/8/14,W,4:30 PM,5:45 PM,M022 150,Class Laboratory,0,1
PHY 0131 01,Adv Classical Mech,LEC,Staii Cristian,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M022 153,Classroom,4,1
PHY 0145 01,Clas.electromag Theory I,LEC,Napier Austin,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M022 153,Classroom,10,1
PHY 0163 01,Quantum Theory I,LEC,Mann A William,9/2/14,12/8/14,MWF,10:30 AM,11:45 AM,M022 153,Classroom,5,1
PHY 0263 01,Adv Quantum Mech,LEC,Vilenkin Alexander,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M024 304,Classroom,8,1
PJS 0001 01,Intro Peace/justice Stdy,LEC,Atshan Saed A.,9/2/14,12/8/14,M,4:30 PM,7:15 PM,M024 304,Classroom,57,1
PJS 0027 01,Human Rights And Culture,LEC,Bishara Amahl,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M010 206,Classroom,11,1
PJS 0099 01,Internship-Social Change,LEC,Bryan Dale,9/2/14,12/8/14,M,4:30 PM,7:15 PM,M010 124,Seminar Room,10,1
PJS 0109 01,Com Act In Public Health,LEC,Roelofs Cora,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M024 314,Classroom,2,1
PJS 0120 01,Soc Of War & Peace,LEC,Joseph Paul I,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M024 316,Classroom,10,1
PJS 0121 01,Sem: Pol Cul Com Perp,LEC,Cruz Consuelo,9/2/14,12/8/14,T,6:30 PM,9:00 PM,M086 103,Classroom,0,1
PJS 0130 01,Social Inequalities/Social Jus,LEC,Rodriquez Tomas,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M009 112,Classroom,4,1
PJS 0131 01,Negot & Conflict Resol,LEC,Burdick Robert,9/2/14,12/8/14,R,6:00 PM,9:00 PM,M086 005,Classroom,17,1
PJS 0131 01,Negot & Conflict Resol,LEC,Burdick Robert,9/2/14,12/8/14,R,6:00 PM,9:00 PM,M086 005,Classroom,17,1
PJS 0131 01,Negot & Conflict Resol,LEC,Burdick Robert,9/2/14,12/8/14,R,6:00 PM,9:00 PM,M086 005,Classroom,17,1
PJS 0131 01,Negot & Conflict Resol,LEC,Burdick Robert,9/2/14,12/8/14,R,6:00 PM,9:00 PM,M086 005,Classroom,17,1
PJS 0131 01,Negot & Conflict Resol,LEC,Burdick Robert,9/2/14,12/8/14,R,6:00 PM,9:00 PM,M086 005,Classroom,17,1
PJS 0135 01,Social Movements,LEC,Leondar-Wright Betsy,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M006 100A,Classroom,9,1
PJS 0150 01,Special Topics,LEC,Graham Laura K.,9/2/14,12/8/14,M,6:00 PM,9:00 PM,M004 114,Classroom,11,1
PJS 0150 04,Special Topics,LEC,Camara Kathleen A,9/2/14,12/8/14,W,6:00 PM,9:00 PM,M012 157,Classroom,7,1
PJS 0150 07,Special Topics,LEC,Robinson Pearl T,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M027 113,Classroom,0,1
PJS 0150 08,Special Topics,LEC,Hitchner R. Bruce,9/2/14,12/8/14,T,1:30 PM,4:00 PM,M010 203,Classroom,15,1
PJS 0150 09,Special Topics,LEC,Joseph Peniel E.,9/2/14,12/8/14,M,1:30 PM,4:00 PM,M034 201,Seminar Room,1,1
PJS 0150 10,Special Topics,LEC,Graham Laura K.,9/2/14,12/8/14,T,9:00 AM,11:30 AM,M003 112,Classroom,6,1
PJS 0164 01,Educ For Peace & Justice,LEC,Donahue-Keegan Deborah,9/2/14,12/8/14,W,6:00 PM,9:00 PM,M010 201,Classroom,8,1
PJS 0165 01,After Violence:truthJus,LEC,Shaw Rosalind H,9/2/14,12/8/14,W,9:00 AM,11:30 AM,M010 301,Seminar Room,0,1
PJS 0170 01,Understanding Civil Wars,LEC,Greenhill Kelly M,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M027 010,Classroom,8,1
POR 0003 A,Intermed Portuguese I,LEC,Soares Cristine,9/2/14,12/8/14,TRF,12:00 PM,12:50 PM,M086 006,Classroom,9,1
POR 0003 RA,Intermed Portuguese I,RCT,TBD,9/2/14,12/8/14,W,12:00 PM,12:40 PM,M086 102,Classroom,7,1
POR 0003 RB,Intermed Portuguese I,RCT,TBD,9/2/14,12/8/14,M,12:00 PM,12:40 PM,M086 107,Classroom,3,1
POR 0023 A,Por For Spn&rom Lang Spk,LEC,Soares Cristine,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M086 006,Classroom,13,1
POR 0023 RA,Por For Spn&rom Lang Spk,RCT,Soares Cristine,9/2/14,12/8/14,W,12:00 PM,12:40 PM,M086 002,Classroom,7,1
POR 0023 RB,Por For Spn&rom Lang Spk,RCT,Soares Cristine,9/2/14,12/8/14,W,12:45 PM,1:20 PM,M086 334,Classroom,2,1
POR 0191 A,Sp Top/portuguese Cultre,LEC,Soares Cristine,9/2/14,12/8/14,T,6:30 PM,9:00 PM,M086 006,Classroom,6,1
PS 0004 02,First-Year Tutorial in Politic,LEC,Rasmussen Dennis,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M034 201,Seminar Room,19,1
PS 0039 01,So Sem: Comparative Pol,LEC,Robinson Pearl T,9/2/14,12/8/14,R,1:20 PM,4:20 PM,M118 103,Seminar Room,6,1
PS 0041 01,Western Pol Thought I,LEC,Evrigenis Ioannis,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M009 104,Classroom,76,1
PS 0043 01,JusticeEquality&liberty,LEC,Denby David A,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M004 008,Classroom,12,1
PS 0043 RA,JusticeEquality&liberty,RCT,Denby David A,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M007 113,Classroom,0,1
PS 0043 RB,JusticeEquality&liberty,RCT,Denby David A,9/2/14,12/8/14,F,12:00 PM,12:50 PM,M017 225,Classroom,0,1
PS 0043 RC,JusticeEquality&liberty,RCT,Denby David A,9/2/14,12/8/14,F,10:30 AM,11:20 AM,M017 225,Classroom,0,1
PS 0043 RD,JusticeEquality&liberty,RCT,Denby David A,9/2/14,12/8/14,T,9:30 AM,10:20 AM,M017 225,Classroom,0,1
PS 0061 01,Intro International Rel,LEC,Beckley Michael,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M004 008,Classroom,145,1
PS 0061 RA,Intro International Rel,RCT,Rasmussen Ivan W.,9/2/14,12/8/14,T,4:30 PM,5:20 PM,M007 222,Classroom,23,1
PS 0061 RB,Intro International Rel,RCT,Rasmussen Ivan W.,9/2/14,12/8/14,T,6:00 PM,6:50 PM,M007 118,Classroom,16,1
PS 0061 RC,Intro International Rel,RCT,Rasmussen Ivan W.,9/2/14,12/8/14,W,3:00 PM,3:50 PM,M007 226,Classroom,23,1
PS 0061 RD,Intro International Rel,RCT,Rasmussen Ivan W.,9/2/14,12/8/14,W,4:30 PM,5:20 PM,M004 114,Classroom,24,1
PS 0061 RE,Intro International Rel,RCT,Rasmussen Ivan W.,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M019 013,Classroom,19,1
PS 0061 RF,Intro International Rel,RCT,Rasmussen Ivan W.,9/2/14,12/8/14,R,10:30 AM,11:20 AM,M007 225,Classroom,18,1
PS 0061 RG,Intro International Rel,RCT,Rasmussen Ivan W.,9/2/14,12/8/14,F,12:00 PM,12:50 PM,M007 225,Classroom,22,1
PS 0101 01,Pres & Executive Branch,LEC,Berry Jeffrey M,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M003 313,Classroom,29,1
PS 0103 01,Pol Sci Research Methods,LEC,Russell Deborah J. Schildkraut,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M024 103,Open Laboratory,22,1
PS 0105 01,Constitutional Law,LEC,Walsh Teresa,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M024 304,Classroom,28,1
PS 0106 01,Race and Politics,LEC,Masuoka Natalie,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M086 011,Classroom,24,1
PS 0113 01,Sem:nonprofits&civil Soc,LEC,Berry Jeffrey M,9/2/14,12/8/14,M,9:00 AM,11:30 AM,M038 113,Seminar Room,16,1
PS 0118 08,Topics in American Politics,LEC,Walsh Teresa,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M003 313,Classroom,11,1
PS 0121 01,Sem: Pol Cul Com Perp,LEC,Cruz Consuelo,9/2/14,12/8/14,T,6:30 PM,9:00 PM,M086 103,Classroom,14,1
PS 0126 01,Chinese Politics,LEC,Remick-Yamamoto Elizabeth J.,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M024 314,Classroom,33,1
PS 0127 01,Latin Amer Politics,LEC,Cruz Consuelo,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M003 312,Classroom,33,1
PS 0135 01,Comparative Revolution,LEC,Remick-Yamamoto Elizabeth J.,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M003 312,Classroom,22,1
PS 0141 01,Shakespeare's Rome,LEC,Sullivan Vickie B,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M024 314,Classroom,15,1
PS 0146 01,LibertyMorality&virtue,LEC,Devigne Robert,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M034 201,Seminar Room,8,1
PS 0149 01,Contemporary Pol Theory,LEC,Rasmussen Dennis,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M024 314,Classroom,15,1
PS 0151 01,Political Phil Of Hobbes,LEC,Evrigenis Ioannis,9/2/14,12/8/14,R,1:30 PM,4:00 PM,M010 123,Seminar Room,10,1
PS 0158 07,Topics In Pol Thought,LEC,Devigne Robert,9/2/14,12/8/14,TR,6:00 PM,7:15 PM,M034 201,Seminar Room,12,1
PS 0170 01,Understanding Civil Wars,LEC,Greenhill Kelly M,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M027 010,Classroom,39,1
PS 0188 01,Topics In Intern'l Rel,LEC,Robinson Pearl T,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M027 113,Classroom,6,1
PS 0188 06,Topics In Intern'l Rel,LEC,Tirrell Andrew R.,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M017 221,Seminar Room,7,1
PS 0188 11,Topics In Intern'l Rel,LEC,Drezner Daniel,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M010 202,Classroom,16,1
PS 0188 11RA,Topics In Intern'l Rel,RCT,Ziolkowski Caleb M.,9/2/14,12/8/14,F,9:30 AM,10:20 AM,M007 118,Classroom,5,1
PS 0188 11RB,Topics In Intern'l Rel,RCT,Melaas Aaron J.,9/2/14,12/8/14,R,6:00 PM,6:50 PM,M086 109,Classroom,11,1
PS 0188 13,Topics In Intern'l Rel,LEC,Beckley Michael,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M010 201,Classroom,37,1
PS 0188 25,Topics In Intern'l Rel,LEC,Smith Charles A,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M019 012,Classroom,18,1
PS 0188 45,Topics In Intern'l Rel,LEC,Taliaferro Jeffrey,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M086 012,Classroom,21,1
PS 0189 03,Sem In Int'l Relations,LEC,Fujihira Shinju,9/2/14,12/8/14,M,6:30 PM,9:00 PM,M034 201,Seminar Room,14,1
PS 0189 04,Sem In Int'l Relations,LEC,Taliaferro Jeffrey,9/2/14,12/8/14,T,9:00 AM,11:30 AM,M034 201,Seminar Room,9,1
PS 0189 05,Sem In Int'l Relations,LEC,Mufti Malik,9/2/14,12/8/14,W,9:00 AM,11:30 AM,M017 112,Classroom,11,1
PS 0189 06,Sem In Int'l Relations,LEC,Smith Charles A,9/2/14,12/8/14,M,9:00 AM,11:30 AM,M017 221,Seminar Room,8,1
PS 0198 01,Senior Honors Thesis,LEC,Masuoka Natalie,9/2/14,12/8/14,W,6:30 PM,9:00 PM,M017 112,Classroom,8,1
PSY 0001 01,Intro To Psychology,LEC,Maddox Keith B,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M151 302,Classroom,160,1
PSY 0001 02,Intro To Psychology,LEC,Maddox Keith B,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M151 302,Classroom,107,1
PSY 0012 01,Abnormal Psychology,LEC,Mascher Jackquelyn,9/2/14,12/8/14,R,6:30 PM,9:00 PM,M003 206,Classroom,77,1
PSY 0013 01,Social Psychology,LEC,Maddox Keith B,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M009 104,Classroom,102,1
